"","foldchanges.view"
"1",-2.79188662528136
"2",-1.09073177558953
"3",3.75074814082149
"4",-0.754816447677063
"5",2.67988803141241
"6",-0.561453928594649
"7",-0.302519212570036
"8",-0.369802452532982
"9",-0.50863685425255
"10",-2.690605961808
"11",-0.809724508735373
"12",-3.51439189602568e-05
"13",-0.305640796026584
"14",2.96094537966154
"15",-0.850139492370472
"16",2.8197814602482
"17",0.119322380369765
"18",-1.38107117417859
"19",0.227258816287758
"20",-1.79590706761077
"21",-0.0974433710376785
"22",-0.657992849428239
"23",-2.97968131091299
"24",-0.350036697218119
"25",-0.671908284146786
"26",-0.462956280241684
"27",-1.93159234117334
"28",0.927742870487548
"29",-1.4665002393558
"30",0.0470762923118087
"31",-0.329257206665339
"32",-0.360531713816912
"33",-1.29323548236751
"34",-1.45664904040092
"35",0.0095258619380704
"36",-1.13266989898427
"37",-2.42613536351496
"38",0.343010176255229
"39",-1.08319056429224
"40",-1.71507949899084
"41",-1.29036777888223
"42",1.6766637328316
"43",-0.158847601259949
"44",-2.50670876008373
"45",0.0477889367994755
"46",-1.3392295024881
"47",-0.00492307176555085
"48",-0.71261562889808
"49",-2.06004465330967
"50",-0.636001679264102
"51",-0.779878597683109
"52",-0.523212193082209
"53",0.47194198419893
"54",-0.773648227406221
"55",-1.68581806731948
"56",-1.15992433285157
"57",-1.00272530789072
"58",-0.179929074957002
"59",0.123014205525573
"60",0.20653139723224
"61",-1.06934813804687
"62",-0.998671468430756
"63",-1.76081146184423
"64",-0.616362546495691
"65",0.19065747273105
"66",0.292315342638236
"67",-0.543121820265408
"68",-1.78992893875965
"69",-0.6202526402525
"70",-1.74672259490048
"71",0.130131625985958
"72",-0.574814219573002
"73",1.93330502994405
"74",0.144286715962105
"75",0.399582440469275
"76",0.440415368829705
"77",0.995485252563394
"78",-0.793504912109944
"79",-0.773512178264203
"80",0.280040263785584
"81",-0.509612050098614
"82",0.521563126764775
"83",0.360866455406451
"84",-0.906376873842746
"85",-1.2843193124274
"86",-1.14295870117408
"87",4.10609248282611
"88",-0.756215307095887
"89",0.437517538627703
"90",-0.436884078394351
"91",-0.00176977595247641
"92",-0.27885511576595
"93",-0.540808961760153
"94",-0.0710585712748687
"95",-0.337907608336591
"96",0.263251252132963
"97",-1.20219096268592
"98",-0.86527803318803
"99",-0.540631320374802
"100",-0.478656087245288
"101",-0.597983320499407
"102",-0.566653902158731
"103",0.202473245235128
"104",-0.40635393985559
"105",-1.31463196229534
"106",0.132688381081773
"107",0.141727230495267
"108",-1.22819294435503
"109",-1.89369009355182
"110",0.192235260940788
"111",-0.0942670284809755
"112",0.158105114470112
"113",-0.71201141216701
"114",0.197514823222815
"115",0.490627500814146
"116",0.612895977863796
"117",0.0731550507733157
"118",0.359156450250525
"119",-1.3950543547677
"120",-0.113672478914636
"121",-0.40165872589769
"122",-0.208894348715809
"123",-0.686828794540124
"124",-0.0434572712512646
"125",0.104510018582945
"126",-2.00058846719525
"127",-0.553666848465014
"128",-0.331084347032691
"129",-0.238454025436724
"130",0.146900996594863
"131",0.210809704776072
"132",-0.371995972280957
"133",0.70064833201248
"134",0.213252801246705
"135",-0.170587940053761
"136",-1.45575126075344
"137",-0.207384476632306
"138",0.323102940251303
"139",-0.491575897826046
"140",-0.0987691229111757
"141",-0.403403187145334
"142",-1.80796780024952
"143",0.0682499638320796
"144",-2.31475570183985
"145",0.117310521175918
"146",-0.2512294344818
"147",-0.322789275820074
"148",-0.591515272324402
"149",-0.196354419665307
"150",-0.121900919171927
"151",0.0891198532752728
"152",-1.40347464391742
"153",-0.17963746640531
"154",-0.335935084128606
"155",-0.0762757236510404
"156",0.0542653719069746
"157",-0.354200981849919
"158",1.11480850021544
"159",-0.719806858856569
"160",-0.463212377290324
"161",0.105745664303968
"162",-0.109175274146569
"163",-0.55979103280516
"164",-0.53424681634632
"165",0.386741180048122
"166",-0.128329970499553
"167",-1.29716768975425
"168",-1.50104900383845
"169",-0.63089562698836
"170",-0.0913753671270171
"171",0.596726086119788
"172",-0.401378138962824
"173",0.196108931881551
"174",-2.07865009104626
"175",-0.20355379219803
"176",-0.27110540159929
"177",-1.2309037754464
"178",-0.852487341655292
"179",-0.970294847453074
"180",-0.519219347272642
"181",-0.676769077551377
"182",0.612323085622043
"183",-0.450954384176144
"184",-0.644411223104873
"185",0.357051804923238
"186",-1.35395295889387
"187",-0.56246922046717
"188",-0.575604513062476
"189",2.85938476783269
"190",-0.735467175476952
"191",-0.696207211491649
"192",-0.292621726217138
"193",0.249216419926748
"194",-0.199278711707932
"195",-0.406846022791417
"196",-2.40482529006668
"197",-0.173105018302638
"198",0.433424084830745
"199",-1.02587637753735
"200",0.0267326722217865
"201",-0.0781303281325669
"202",0.186255217303133
"203",-0.0916848150620277
"204",0.163846037418521
"205",-1.07631879443739
"206",-0.345178232492858
"207",-0.161411512227219
"208",-0.0318138058614691
"209",-3.44982689569815
"210",0.2208018625949
"211",-0.259394804543161
"212",-0.371684115038207
"213",-0.25150158007684
"214",-3.22282875319314
"215",-0.13569117811538
"216",-0.134001738296795
"217",-0.0330953146944294
"218",-0.610119447475482
"219",-0.0308809625537398
"220",-0.0868548735769894
"221",0.371920092470664
"222",-0.369554667545971
"223",0.330688484306912
"224",-2.45905655437561
"225",-1.18576443322249
"226",0.119231284488498
"227",0.171463277533405
"228",0.0619570367179681
"229",0.395956463541251
"230",-1.90462761963578
"231",-0.278492143005532
"232",-0.0675182038280502
"233",0.354009014032837
"234",-0.107475330000031
"235",-0.991738445230237
"236",-0.316534361203573
"237",0.108847505731377
"238",-2.42531261870531
"239",-0.593158069330554
"240",0.0439899127124212
"241",-2.31388267663687
"242",0.632055202250023
"243",-1.67972367888598
"244",-0.199149948335719
"245",0.03119253056906
"246",-0.368022826074742
"247",0.524718536750382
"248",0.0259109242953523
"249",0.0908102300475521
"250",-0.235293009968789
"251",-0.107075651721599
"252",-0.421590015609803
"253",0.174487920506877
"254",-0.0263134870756871
"255",-1.66608700659221
"256",-0.441365097462043
"257",-2.86233502350862
"258",-0.547880529114924
"259",-0.158555944903476
"260",0.140498078253581
"261",0.157794425351483
"262",0.612966503485942
"263",0.0497481247787004
"264",-2.94096313344415
"265",-0.0949040662018621
"266",0.206801337458823
"267",0.442429228707908
"268",-0.706540355863867
"269",0.332638652354586
"270",-0.0669096423069311
"271",-0.265563163334467
"272",0.236454613991776
"273",0.0209018532676167
"274",-0.800870384578068
"275",-0.324973710824068
"276",0.500690166900484
"277",2.62768952218257
"278",-0.394124898946339
"279",-1.0423254326166
"280",0.116079700990698
"281",0.461434608425451
"282",0.130833321679011
"283",0.399218410633684
"284",-0.422319499922881
"285",-0.449550239529149
"286",-0.668982690009197
"287",-0.0246933070080423
"288",-0.319728239345239
"289",-0.161965690611695
"290",-0.0994184052397598
"291",-0.256297963679584
"292",-0.118925433655325
"293",0.273090477521368
"294",0.150788329377195
"295",-0.925908711323266
"296",-0.4389655428317
"297",0.190945532549846
"298",-0.00100021760940187
"299",-0.531407849816849
"300",-0.208203243042012
"301",-0.289696425170405
"302",0.404878931885296
"303",-0.244211661731821
"304",0.345475420702173
"305",-0.208844795888047
"306",0.061816244714169
"307",-1.01441938187306
"308",-0.272250449433162
"309",-1.50894623934161
"310",-3.15580405139041
"311",0.0100642004948926
"312",0.197837167492654
"313",-0.979689326818526
"314",-1.81810214166304
"315",0.398134498077142
"316",-0.439988268693889
"317",-0.253067980171661
"318",-1.15978681963766
"319",0.933704128036256
"320",-0.49490409012905
"321",-0.0181583098749961
"322",-1.45462066587476
"323",0.300003103262793
"324",0.238855029769105
"325",-0.00911862322852243
"326",0.326603210063085
"327",-1.97972107394962
"328",-0.917731311336911
"329",0.211626341664908
"330",0.194356524474059
"331",-0.257021114295161
"332",-0.0539388916375726
"333",-0.959196660479969
"334",0.206221564247758
"335",-0.696998620986365
"336",-1.11422688646964
"337",-0.222898561542216
"338",-0.65211651544959
"339",-0.0794088465570137
"340",0.632670290994347
"341",-0.149895207413906
"342",0.534966524377177
"343",0.309473540381022
"344",0.426485240857641
"345",0.442908174925426
"346",0.276420832597766
"347",0.251442437751325
"348",-0.226109352088031
"349",0.197194314209103
"350",-1.00478706880453
"351",-0.979103959241198
"352",-0.0010632000766686
"353",0.171459344341275
"354",-0.00947610453120151
"355",-0.856246231948455
"356",-0.722973958108312
"357",-0.236699094714237
"358",-0.790472802253246
"359",-0.658717615441044
"360",0.448977852368383
"361",-1.0104649755227
"362",-0.390481808546338
"363",-0.406918321263181
"364",0.0432261829165792
"365",-0.24483157073875
"366",-0.11515055885319
"367",0.220317047568683
"368",-3.36827883490268
"369",-0.461852442792117
"370",-0.400264966581683
"371",-0.195808192180818
"372",-0.0573582678176706
"373",0.0876021401360001
"374",-0.494389305329285
"375",-0.880490121798459
"376",-0.905130498690128
"377",-0.428740618565401
"378",-0.328114828066106
"379",-1.15096056273204
"380",-0.713680718880564
"381",-0.933586354318597
"382",-0.212892539713769
"383",-0.450263338388418
"384",-0.079057595029153
"385",-0.769948167568952
"386",-0.985122944134571
"387",-0.566303135986094
"388",-0.202856296751998
"389",0.211680062365119
"390",-0.234057145515448
"391",0.532083969352284
"392",0.703110777774515
"393",-1.40604936228949
"394",-0.612828150448171
"395",0.195180875574278
"396",-0.250037882576283
"397",0.22739656185332
"398",0.551705576789945
"399",0.604169729991676
"400",-0.0732018077484271
"401",-0.162174408431117
"402",-0.488050979934328
"403",-0.0947523037124324
"404",-1.29528364607528
"405",1.01349080487417
"406",1.19379856454414
"407",-0.331854441060638
"408",0.104913378370688
"409",-0.0978854577387771
"410",0.253634633668914
"411",0.224061001928175
"412",0.144886448572248
"413",-1.71943719956975
"414",-0.058111777759407
"415",0.323999722691768
"416",-0.599498409772468
"417",-0.848357231808479
"418",-2.89569097012236
"419",-0.757188395129949
"420",-0.431856805594818
"421",0.0203946455773049
"422",0.0818202266859144
"423",-0.281410298905022
"424",-0.225953530913737
"425",0.325219682092073
"426",0.320102714050824
"427",-0.900063325475146
"428",-0.622191218806656
"429",-0.245552044014061
"430",1.40082691231489
"431",-0.266058026915641
"432",-0.572187742102423
"433",0.249281978947586
"434",-0.295087404794787
"435",-0.173056937371628
"436",1.81385776409589
"437",-0.140211927317041
"438",0.2670787883358
"439",-0.176284664153049
"440",-0.565683823639413
"441",0.0932998351110306
"442",-1.24434056729938
"443",0.376034128900206
"444",0.21240972317157
"445",0.155453849394046
"446",-0.516220636692636
"447",0.0528429677129799
"448",-1.1576665973127
"449",-0.509443658261999
"450",-0.867410537698069
"451",-1.54782539708625
"452",0.424681819534762
"453",-0.725784001477981
"454",0.549214231487903
"455",-1.03877964333114
"456",-0.280755599629381
"457",0.109242752386023
"458",-1.09267247655155
"459",-0.312467824247501
"460",0.83835187773527
"461",-0.624696592052514
"462",0.0774327358342887
"463",-0.465089577303217
"464",-0.0817260045005265
"465",0.0082442307624666
"466",-0.239353678997281
"467",0.359423518614187
"468",-0.28876629956601
"469",-0.703920457750242
"470",-0.388137301183854
"471",-0.552991931415461
"472",-1.17113359822405
"473",0.341409350711837
"474",-2.08142928179809
"475",-2.28975654742202
"476",-0.395106624025342
"477",-0.869950549407207
"478",-0.207608322418707
"479",0.244799816216387
"480",-1.0411114609123
"481",-0.0938651724790537
"482",-0.964160417728171
"483",-0.528895131722516
"484",-1.35986865253783
"485",0.446140956816638
"486",-0.260821977766347
"487",0.0972756240895535
"488",1.5092191075772
"489",-1.50008712109834
"490",-1.28311903649035
"491",-0.0594916298793625
"492",0.116466737095133
"493",-0.23430840038549
"494",-1.01349677116663
"495",-1.06692672622348
"496",0.0538897376921547
"497",-0.550296660246618
"498",-1.43434419412583
"499",-0.750549319021799
"500",-0.533526494288291
"501",-0.673096233632923
"502",-1.48783568051212
"503",1.85419426100973
"504",-0.381003991308373
"505",0.19664590193621
"506",-0.513199346786985
"507",0.0839720011136807
"508",-0.681546246890643
"509",-0.388894278088665
"510",-0.235036182663126
"511",-0.32107317390658
"512",0.247801012039981
"513",2.32871242433828
"514",-0.987735074672427
"515",-0.203147825675906
"516",-0.242660571060856
"517",0.300998278593357
"518",-0.434788129494665
"519",0.107127968302918
"520",-0.305498123889625
"521",0.24096845371883
"522",-0.17752383434044
"523",0.308852714156853
"524",-0.171037849316325
"525",-1.72793590179505
"526",-0.0191899162572027
"527",0.241613702718544
"528",-0.566493470811732
"529",-0.351636773341864
"530",-1.28968721550193
"531",-0.0745262419498033
"532",0.709124362853255
"533",-0.125380545287375
"534",0.643863615165605
"535",0.0835963737812426
"536",0.408409230614141
"537",1.43883135607531
"538",-0.0496064373730913
"539",-0.654386633689223
"540",-0.355708375598876
"541",-0.318266545411909
"542",-3.7098089644347
"543",0.156612750719138
"544",0.632466720679551
"545",0.391114803944797
"546",0.391779710038637
"547",-1.03939087975301
"548",-0.815302507618566
"549",-0.485676899641281
"550",0.484909495294789
"551",-0.315517782639998
"552",-0.160767928068817
"553",0.537140940823417
"554",0.0423271847673413
"555",-0.2722074051945
"556",-0.107869014301868
"557",0.0343068167024757
"558",-0.708878030284962
"559",-1.00030648921223
"560",0.108201650370636
"561",-0.144457664053065
"562",0.56279708210867
"563",-0.356891261719207
"564",0.517985087680437
"565",0.1641365471778
"566",0.0905192051156806
"567",0.632113098254973
"568",0.179583792923496
"569",0.481509896973806
"570",0.469642647329131
"571",-0.170716560969876
"572",-0.438355659117821
"573",0.292395108754928
"574",0.0923786960645957
"575",0.593240447720923
"576",-0.130336724319469
"577",-0.832752576674419
"578",0.168787353596965
"579",-0.782680084762918
"580",0.679746903432672
"581",0.250163877887117
"582",0.297188110739582
"583",0.174499176333912
"584",0.0410897271381906
"585",-1.3598392449993
"586",0.0642140271992128
"587",-0.12146901687261
"588",0.65548164794722
"589",1.03105061720112
"590",0.659945475954418
"591",-0.595589980042416
"592",-0.986680104850941
"593",-0.259120010295433
"594",-0.458791188079738
"595",0.172917533222133
"596",0.286695791808231
"597",0.756272975481819
"598",0.661669750946031
"599",0.347382534362313
"600",0.707296652551211
"601",0.22657332400001
"602",0.138965665671647
"603",-0.225244095360786
"604",-0.236041495625341
"605",0.263552874307026
"606",-1.58348977122249
"607",-0.178285221899212
"608",0.601910388441144
"609",0.0366171834630382
"610",0.538050493969465
"611",0.402472632764568
"612",0.0572988400971631
"613",-0.44575950551996
"614",-1.32357456243984
"615",0.261698236672728
"616",0.50615563030588
"617",-0.141689756020983
"618",0.0020159461271285
"619",-0.145914469571579
"620",-1.00343091595002
"621",-1.66061317009007
"622",0.108005956590337
"623",-0.311033773569413
"624",-0.510947647899704
"625",0.892812541420406
